Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
1380,110,2232,2023-09-09,1,110.0,In-Store
1381,103,2232,2023-12-05,1,30.0,In-Store
1382,102,2232,2023-12-17,1,75.0,Online
1383,107,2232,2024-01-17,2,130.0,In-Store
1384,104,2232,2024-01-29,3,360.0,In-Store
1385,115,2232,2024-02-02,1,130.0,In-Store
1386,120,2232,2024-03-11,1,15.0,In-Store
1387,120,2232,2024-04-13,2,30.0,In-Store
1388,115,2232,2024-07-27,1,130.0,In-Store
1389,112,2232,2024-08-15,1,85.0,In-Store
1390,107,2232,2024-08-22,1,65.0,In-Store
1391,101,2232,2024-09-07,1,25.0,In-Store
1392,102,2232,2024-10-28,1,75.0,In-Store
1393,105,2233,2023-09-11,1,22.5,Online
1394,102,2233,2024-03-29,2,150.0,Online
1395,116,2233,2024-07-15,2,40.0,In-Store
1396,105,2233,2024-08-16,1,22.5,Online
1397,116,2233,2024-11-18,2,40.0,In-Store
1398,113,2234,2023-01-08,1,180.0,Online
1399,115,2234,2023-03-24,1,130.0,Online
1400,107,2234,2023-10-10,1,65.0,Online
1401,103,2234,2024-07-06,1,30.0,Online
1402,113,2234,2024-12-21,2,360.0,Online
1403,110,2235,2024-08-18,1,110.0,In-Store
1404,110,2235,2024-09-17,1,110.0,In-Store
1405,104,2236,2023-01-05,2,240.0,Online
1406,107,2236,2023-03-14,1,65.0,Online
1407,106,2236,2023-03-27,1,40.0,Online
1408,109,2236,2023-06-13,1,30.0,Online
1409,103,2236,2023-07-29,2,60.0,Online
1410,117,2236,2023-09-03,1,18.0,Online
1411,120,2236,2023-09-23,1,15.0,In-Store
1412,117,2236,2023-11-14,3,54.0,Online
1413,105,2236,2023-11-19,1,22.5,In-Store
1414,108,2236,2023-12-20,1,55.0,Online
1415,102,2236,2024-03-04,2,150.0,Online
1416,106,2236,2024-04-20,2,80.0,Online
1417,108,2236,2024-06-14,2,110.0,In-Store
1418,109,2236,2024-08-02,1,30.0,Online
1419,107,2236,2024-08-05,1,65.0,Online
1420,113,2237,2023-08-11,1,180.0,Online
1421,113,2237,2023-12-27,1,180.0,In-Store
1422,113,2237,2024-11-21,1,180.0,In-Store
1423,105,2238,2024-11-22,1,22.5,In-Store
1424,113,2239,2024-03-04,1,180.0,In-Store
1425,113,2239,2024-07-31,1,180.0,Online
1426,101,2240,2024-06-21,1,25.0,In-Store
1427,102,2240,2024-07-01,1,75.0,In-Store
1428,116,2240,2024-11-19,2,40.0,In-Store
1429,109,2240,2024-12-17,1,30.0,In-Store
1430,101,2241,2024-05-30,1,25.0,Online
1431,103,2242,2023-05-31,2,60.0,Online
1432,120,2243,2023-01-07,3,45.0,In-Store
1433,117,2243,2023-03-04,1,18.0,Online
1434,111,2243,2023-05-17,1,35.0,Online
1435,119,2243,2023-08-27,1,45.0,Online
1436,111,2243,2024-08-09,2,70.0,Online
1437,116,2243,2024-10-11,3,60.0,Online
1438,106,2244,2023-12-07,1,40.0,Online
1439,113,2244,2024-02-24,1,180.0,In-Store
1440,113,2244,2024-03-23,1,180.0,In-Store
1441,113,2244,2024-06-18,1,180.0,Online
1442,114,2244,2024-09-12,1,150.0,Online
1443,115,2244,2024-11-13,1,130.0,Online
1444,101,2245,2023-02-08,1,25.0,Online
1445,116,2245,2023-02-12,3,60.0,Online
1446,112,2245,2023-03-27,1,85.0,Online
1447,105,2245,2023-05-07,1,22.5,Online
1448,102,2245,2023-09-05,1,75.0,Online
1449,109,2245,2023-10-11,1,30.0,Online
1450,116,2245,2023-10-16,1,20.0,In-Store
1451,109,2245,2023-12-01,2,60.0,Online
1452,117,2245,2023-12-10,1,18.0,In-Store
1453,103,2245,2024-02-10,1,30.0,In-Store
1454,117,2245,2024-03-06,1,18.0,Online
1455,110,2245,2024-08-26,1,110.0,Online
1456,116,2245,2024-11-17,1,20.0,Online
1457,111,2246,2024-03-11,1,35.0,Online
1458,103,2246,2024-06-08,1,30.0,In-Store
1459,102,2246,2024-07-15,2,150.0,In-Store
1460,107,2246,2024-07-31,2,130.0,In-Store
1461,102,2246,2024-09-26,1,75.0,In-Store
1462,114,2246,2024-11-15,1,150.0,In-Store
1463,111,2247,2023-01-20,1,35.0,Online
1464,107,2247,2023-01-21,2,130.0,In-Store
1465,102,2247,2023-07-27,2,150.0,Online
1466,107,2247,2024-01-10,1,65.0,In-Store
1467,113,2247,2024-01-30,1,180.0,In-Store
1468,105,2247,2024-02-27,1,22.5,In-Store
1469,114,2247,2024-03-24,1,150.0,In-Store
1470,113,2248,2023-06-14,1,180.0,Online
1471,115,2248,2023-10-24,2,260.0,In-Store
1472,113,2248,2023-11-29,1,180.0,Online
1473,114,2248,2024-08-02,1,150.0,In-Store
1474,113,2248,2024-09-08,1,180.0,In-Store
1475,113,2248,2024-12-13,1,180.0,In-Store
1476,114,2248,2024-12-24,1,150.0,In-Store
1477,104,2248,2024-12-31,1,120.0,Online
1478,110,2250,2023-05-01,2,220.0,Online
1479,103,2250,2023-05-09,2,60.0,Online
1480,113,2251,2023-08-03,1,180.0,Online
1481,113,2251,2023-08-14,1,180.0,In-Store
1482,115,2251,2023-12-23,1,130.0,Online
1483,113,2251,2024-08-11,1,180.0,Online
1484,104,2251,2024-12-27,1,120.0,In-Store
1485,114,2252,2023-03-13,1,150.0,In-Store
1486,106,2252,2023-03-18,1,40.0,In-Store
1487,107,2252,2023-05-28,1,65.0,In-Store
1488,101,2252,2023-07-18,1,25.0,In-Store
1489,101,2252,2023-07-25,2,50.0,In-Store
1490,109,2252,2023-09-26,1,30.0,In-Store
1491,109,2252,2023-11-06,2,60.0,Online
1492,120,2252,2023-12-20,1,15.0,In-Store
1493,108,2252,2024-02-14,1,55.0,In-Store
1494,113,2252,2024-05-01,1,180.0,In-Store
1495,115,2252,2024-06-06,1,130.0,In-Store
1496,107,2252,2024-10-13,2,130.0,In-Store
1497,120,2252,2024-10-27,1,15.0,In-Store
1498,102,2252,2024-11-14,2,150.0,In-Store
1499,107,2252,2024-12-03,1,65.0,In-Store
1500,117,2252,2024-12-11,1,18.0,Online
1501,105,2253,2023-06-28,1,22.5,In-Store
1502,119,2253,2023-11-25,2,90.0,In-Store
1503,101,2253,2023-12-15,1,25.0,Online
1504,118,2253,2023-12-26,1,60.0,Online
1505,106,2253,2024-02-13,1,40.0,Online
1506,114,2254,2024-01-13,1,150.0,In-Store
1507,113,2254,2024-04-08,1,180.0,Online
1508,106,2254,2024-04-30,1,40.0,In-Store
1509,103,2254,2024-06-23,3,90.0,In-Store
1510,107,2254,2024-07-02,1,65.0,In-Store
1511,108,2254,2024-08-19,1,55.0,In-Store
1512,110,2254,2024-08-23,1,110.0,In-Store
1513,108,2254,2024-11-20,1,55.0,In-Store
1514,101,2254,2024-12-25,3,75.0,Online
1515,114,2255,2023-05-31,2,300.0,Online
1516,104,2255,2023-06-12,1,120.0,In-Store
1517,113,2255,2023-10-02,1,180.0,In-Store
1518,113,2255,2023-11-10,1,180.0,In-Store
1519,113,2255,2023-11-17,1,180.0,In-Store
1520,113,2255,2023-11-26,1,180.0,In-Store
1521,115,2255,2023-12-11,1,130.0,Online
1522,114,2255,2024-08-17,1,150.0,Online
1523,115,2255,2024-11-10,1,130.0,In-Store
1524,104,2255,2024-12-13,1,120.0,Online
1525,102,2255,2024-12-22,1,75.0,Online
1526,113,2255,2024-12-25,1,180.0,Online
1527,103,2256,2023-09-13,1,30.0,Online
1528,116,2257,2023-06-17,1,20.0,Online
1529,101,2257,2023-07-01,2,50.0,Online
1530,103,2257,2023-07-02,2,60.0,Online
1531,116,2257,2023-07-03,1,20.0,Online
1532,106,2257,2023-07-08,1,40.0,Online
1533,119,2257,2023-08-01,1,45.0,Online
1534,107,2257,2023-10-17,2,130.0,Online
1535,120,2257,2023-10-25,1,15.0,Online
1536,111,2257,2023-11-09,1,35.0,Online
1537,109,2257,2023-11-14,1,30.0,Online
1538,101,2257,2023-12-10,3,75.0,Online
1539,111,2257,2024-01-03,2,70.0,Online
1540,106,2257,2024-03-02,1,40.0,Online
1541,117,2257,2024-10-09,1,18.0,In-Store
1542,108,2257,2024-10-19,1,55.0,In-Store
1543,118,2257,2024-11-24,1,60.0,Online
1544,103,2257,2024-12-09,1,30.0,Online
1545,111,2257,2024-12-29,3,105.0,Online
1546,113,2258,2023-03-01,1,180.0,Online
1547,113,2258,2023-04-16,1,180.0,Online
1548,113,2258,2023-05-01,1,180.0,Online
1549,113,2258,2023-08-08,1,180.0,Online
1550,113,2258,2023-09-13,1,180.0,In-Store
1551,113,2258,2023-09-14,1,180.0,In-Store
1552,114,2258,2024-03-18,2,300.0,Online
1553,114,2258,2024-04-12,1,150.0,In-Store
1554,107,2258,2024-06-22,1,65.0,In-Store
1555,113,2258,2024-07-14,1,180.0,In-Store
1556,113,2258,2024-09-13,1,180.0,Online
1557,115,2260,2024-07-27,1,130.0,In-Store
1558,113,2260,2024-10-25,1,180.0,In-Store
1559,109,2261,2023-12-29,1,30.0,Online
1560,113,2262,2023-12-29,1,180.0,In-Store
1561,113,2263,2023-05-18,2,360.0,Online
1562,114,2263,2023-07-30,1,150.0,In-Store
1563,114,2263,2023-10-13,1,150.0,In-Store
1564,113,2263,2024-07-25,1,180.0,In-Store
1565,114,2263,2024-11-21,1,150.0,In-Store
1566,101,2264,2023-04-14,2,50.0,In-Store
1567,112,2265,2023-05-28,1,85.0,In-Store
1568,114,2265,2023-09-05,1,150.0,Online
1569,114,2265,2023-09-21,1,150.0,Online
1570,114,2265,2023-11-13,1,150.0,Online
1571,113,2265,2023-11-16,1,180.0,In-Store
1572,113,2265,2024-03-24,1,180.0,Online
1573,102,2265,2024-07-20,1,75.0,Online
1574,115,2265,2024-08-25,1,130.0,Online
1575,113,2265,2024-09-17,1,180.0,In-Store
1576,113,2266,2024-08-24,1,180.0,Online
1577,106,2267,2023-03-02,1,40.0,In-Store
1578,104,2267,2023-04-27,1,120.0,In-Store
1579,102,2267,2023-10-27,3,225.0,In-Store
1580,107,2267,2023-12-22,1,65.0,In-Store
1581,101,2267,2024-01-12,1,25.0,In-Store
1582,104,2267,2024-03-04,1,120.0,In-Store
1583,106,2267,2024-10-02,1,40.0,Online
1584,105,2268,2024-05-01,2,45.0,Online
1585,106,2268,2024-05-06,3,120.0,In-Store
1586,120,2268,2024-09-18,1,15.0,Online
1587,120,2268,2024-09-23,1,15.0,Online
1588,105,2268,2024-11-08,2,45.0,Online
1589,120,2268,2024-11-18,2,30.0,Online
1590,109,2268,2024-12-15,1,30.0,In-Store
1591,113,2269,2024-07-20,1,180.0,Online
1592,113,2269,2024-07-30,1,180.0,Online
1593,115,2269,2024-11-16,1,130.0,In-Store
1594,113,2269,2024-11-28,1,180.0,Online
1595,113,2269,2024-12-30,1,180.0,Online
1596,109,2270,2023-01-06,1,30.0,Online
1597,104,2270,2023-03-05,1,120.0,In-Store
1598,106,2270,2023-04-21,1,40.0,Online
1599,106,2270,2023-05-14,1,40.0,In-Store
1600,109,2270,2023-10-15,1,30.0,Online
1601,112,2270,2023-11-13,1,85.0,In-Store
1602,108,2270,2023-11-25,1,55.0,In-Store
1603,106,2270,2023-12-24,2,80.0,In-Store
1604,107,2270,2024-01-15,1,65.0,In-Store
1605,109,2270,2024-04-09,1,30.0,In-Store
1606,104,2270,2024-05-03,2,240.0,Online
1607,102,2270,2024-11-25,1,75.0,In-Store
1608,101,2270,2024-12-28,1,25.0,In-Store
1609,120,2271,2023-02-12,1,15.0,Online
1610,119,2271,2023-04-22,3,135.0,In-Store
1611,105,2271,2023-06-02,1,22.5,Online
1612,109,2271,2023-08-19,2,60.0,Online
1613,111,2271,2023-09-30,1,35.0,Online
1614,118,2271,2023-10-26,1,60.0,Online
1615,101,2271,2023-12-09,4,100.0,Online
1616,107,2271,2023-12-21,2,130.0,In-Store
1617,116,2271,2024-02-03,3,60.0,Online
1618,102,2271,2024-03-21,2,150.0,Online
1619,108,2271,2024-06-13,1,55.0,Online
1620,106,2271,2024-07-11,2,80.0,Online
1621,101,2271,2024-07-12,2,50.0,Online
1622,101,2271,2024-07-26,1,25.0,Online
1623,111,2271,2024-08-12,1,35.0,Online
1624,111,2271,2024-08-23,1,35.0,Online
1625,107,2271,2024-09-28,2,130.0,Online
1626,105,2271,2024-10-08,3,67.5,Online
1627,117,2271,2024-11-05,2,36.0,Online
1628,108,2271,2024-12-30,1,55.0,Online
1629,102,2272,2023-05-06,2,150.0,In-Store
1630,106,2272,2023-05-24,1,40.0,In-Store
1631,107,2272,2023-12-01,1,65.0,In-Store
1632,115,2272,2024-05-12,1,130.0,Online
1633,103,2272,2024-06-05,2,60.0,In-Store
1634,101,2272,2024-12-25,3,75.0,In-Store
1635,103,2273,2023-10-05,1,30.0,In-Store
1636,119,2273,2023-11-18,1,45.0,In-Store
1637,112,2273,2024-02-03,1,85.0,In-Store
1638,110,2273,2024-07-16,1,110.0,Online
1639,108,2273,2024-11-27,1,55.0,In-Store
1640,118,2273,2024-12-31,1,60.0,In-Store
1641,116,2274,2023-05-27,1,20.0,In-Store
1642,111,2274,2024-02-04,1,35.0,Online
1643,112,2274,2024-05-14,2,170.0,In-Store
1644,115,2275,2023-03-17,1,130.0,In-Store
1645,104,2275,2023-04-28,1,120.0,In-Store
1646,113,2275,2023-05-03,2,360.0,In-Store
1647,107,2275,2023-08-31,2,130.0,In-Store
1648,115,2275,2023-10-12,1,130.0,In-Store
1649,120,2275,2023-11-10,1,15.0,In-Store
1650,116,2275,2023-11-22,1,20.0,In-Store
1651,106,2275,2023-12-08,1,40.0,In-Store
1652,114,2275,2023-12-13,2,300.0,In-Store
1653,110,2275,2024-02-29,1,110.0,Online
1654,109,2275,2024-03-11,2,60.0,In-Store
1655,108,2275,2024-03-15,1,55.0,In-Store
1656,101,2275,2024-04-08,1,25.0,In-Store
1657,107,2275,2024-07-13,1,65.0,In-Store
1658,102,2275,2024-09-08,1,75.0,In-Store
1659,107,2275,2024-09-21,1,65.0,Online
1660,106,2275,2024-10-25,1,40.0,In-Store
1661,107,2275,2024-11-21,2,130.0,Online
1662,109,2276,2024-06-24,1,30.0,In-Store
1663,120,2276,2024-08-06,2,30.0,In-Store
1664,113,2276,2024-11-19,1,180.0,In-Store
1665,107,2277,2023-07-21,2,130.0,Online
1666,101,2277,2023-12-27,2,50.0,Online
1667,107,2277,2024-02-09,1,65.0,Online
1668,111,2277,2024-02-16,3,105.0,Online
1669,118,2277,2024-03-09,4,240.0,Online
1670,109,2277,2024-05-24,2,60.0,Online
1671,120,2277,2024-05-25,1,15.0,Online
1672,116,2277,2024-07-04,2,40.0,Online
1673,106,2277,2024-09-23,1,40.0,Online
1674,109,2277,2024-11-08,2,60.0,Online
1675,109,2277,2024-12-17,1,30.0,Online
1676,104,2278,2023-02-08,1,120.0,Online
1677,114,2278,2023-02-16,1,150.0,In-Store
1678,110,2278,2023-05-29,1,110.0,Online
1679,114,2278,2023-06-28,1,150.0,Online
1680,113,2278,2023-08-26,1,180.0,In-Store
1681,113,2278,2023-10-27,1,180.0,Online
1682,104,2278,2023-11-24,1,120.0,Online
1683,114,2278,2023-12-14,2,300.0,In-Store
1684,113,2278,2024-01-04,1,180.0,In-Store
1685,106,2278,2024-03-18,1,40.0,In-Store
1686,114,2278,2024-04-25,1,150.0,In-Store
1687,119,2279,2023-04-15,2,90.0,Online
1688,117,2279,2023-05-20,2,36.0,Online
1689,109,2279,2023-07-09,1,30.0,Online
1690,102,2279,2023-07-11,2,150.0,Online
1691,109,2279,2023-07-30,1,30.0,Online
1692,117,2279,2023-11-22,4,72.0,Online
1693,102,2279,2024-01-20,1,75.0,In-Store
1694,104,2279,2024-03-20,2,240.0,Online
1695,111,2279,2024-07-24,1,35.0,Online
1696,109,2279,2024-07-25,2,60.0,Online
1697,119,2279,2024-08-09,1,45.0,Online
1698,109,2279,2024-12-02,1,30.0,Online
1699,101,2280,2023-01-12,2,50.0,Online
1700,118,2280,2023-02-05,2,120.0,Online
1701,106,2280,2023-04-13,1,40.0,Online
1702,108,2280,2023-04-27,1,55.0,Online
1703,111,2282,2023-01-13,3,105.0,Online
1704,107,2282,2023-04-26,1,65.0,Online
1705,103,2282,2023-05-18,1,30.0,Online
1706,106,2282,2023-07-29,2,80.0,Online
1707,118,2282,2023-08-10,2,120.0,Online
1708,102,2282,2023-09-10,1,75.0,Online
1709,101,2282,2023-09-26,3,75.0,Online
1710,103,2282,2023-10-07,1,30.0,Online
1711,112,2283,2023-10-25,2,170.0,Online
1712,115,2283,2023-11-11,1,130.0,In-Store
1713,115,2283,2023-11-30,1,130.0,Online
1714,118,2283,2023-12-04,1,60.0,In-Store
1715,110,2283,2023-12-13,2,220.0,Online
1716,109,2283,2023-12-14,1,30.0,In-Store
1717,101,2283,2023-12-15,2,50.0,Online
1718,112,2283,2023-12-22,1,85.0,Online
1719,106,2283,2023-12-27,1,40.0,In-Store
1720,105,2283,2024-01-20,2,45.0,In-Store
1721,103,2283,2024-02-17,1,30.0,In-Store
1722,114,2284,2023-05-29,1,150.0,Online
1723,114,2284,2023-12-10,1,150.0,In-Store
1724,116,2285,2023-10-27,1,20.0,Online
1725,106,2285,2024-04-20,1,40.0,In-Store
1726,116,2285,2024-07-01,1,20.0,In-Store
1727,104,2286,2023-01-05,2,240.0,Online
1728,113,2286,2023-06-05,1,180.0,In-Store
1729,115,2286,2023-08-10,1,130.0,In-Store
1730,113,2286,2023-08-26,1,180.0,Online
1731,115,2286,2024-04-05,1,130.0,In-Store
1732,113,2286,2024-06-27,1,180.0,Online
1733,113,2286,2024-11-01,1,180.0,In-Store
1734,113,2286,2024-12-06,1,180.0,Online
1735,120,2287,2024-02-03,1,15.0,Online
1736,108,2287,2024-02-15,1,55.0,Online
1737,107,2287,2024-02-23,1,65.0,Online
1738,107,2287,2024-03-01,1,65.0,Online
1739,108,2287,2024-05-23,1,55.0,Online
1740,101,2287,2024-06-09,1,25.0,Online
1741,111,2287,2024-07-29,1,35.0,Online
1742,103,2287,2024-10-18,1,30.0,Online
1743,101,2287,2024-11-11,1,25.0,Online
1744,119,2287,2024-11-20,1,45.0,In-Store
1745,119,2287,2024-12-09,2,90.0,Online
1746,101,2287,2024-12-31,1,25.0,Online
1747,113,2288,2023-07-24,1,180.0,Online
1748,104,2288,2023-10-14,1,120.0,Online
1749,104,2288,2023-11-02,1,120.0,In-Store
1750,114,2289,2023-01-17,1,150.0,In-Store
1751,114,2289,2023-01-28,3,450.0,In-Store
1752,114,2289,2023-05-07,2,300.0,In-Store
1753,107,2289,2023-05-09,2,130.0,In-Store
1754,101,2289,2023-05-24,1,25.0,Online
1755,112,2289,2023-08-02,1,85.0,In-Store
1756,106,2289,2023-11-08,1,40.0,In-Store
1757,106,2289,2023-12-13,1,40.0,In-Store
1758,107,2289,2023-12-17,2,130.0,In-Store
1759,102,2289,2024-05-02,1,75.0,In-Store
1760,114,2289,2024-07-20,1,150.0,In-Store
1761,118,2289,2024-07-29,1,60.0,In-Store
1762,115,2289,2024-12-16,1,130.0,In-Store
1763,111,2289,2024-12-29,2,70.0,In-Store
1764,104,2291,2023-09-09,1,120.0,Online
1765,109,2291,2023-10-16,3,90.0,In-Store
1766,109,2291,2023-10-28,2,60.0,In-Store
1767,111,2291,2024-01-21,1,35.0,Online
1768,106,2291,2024-03-14,1,40.0,Online
1769,105,2291,2024-04-06,2,45.0,Online
1770,116,2291,2024-05-17,1,20.0,Online
1771,120,2291,2024-10-16,2,30.0,Online
1772,108,2291,2024-10-30,2,110.0,Online
1773,109,2291,2024-11-07,2,60.0,Online
1774,106,2292,2023-02-01,1,40.0,Online
1775,116,2292,2023-02-27,1,20.0,Online
1776,108,2292,2023-03-05,2,110.0,Online
1777,108,2292,2023-03-10,1,55.0,Online
1778,120,2292,2023-04-24,2,30.0,Online
1779,103,2292,2023-06-23,2,60.0,Online
1780,117,2292,2023-06-24,1,18.0,Online
1781,101,2292,2023-09-14,1,25.0,Online
1782,119,2292,2023-10-05,3,135.0,Online
1783,101,2292,2023-10-22,2,50.0,Online
1784,103,2292,2023-11-11,2,60.0,Online
1785,105,2292,2024-02-01,2,45.0,Online
1786,108,2292,2024-02-04,1,55.0,Online
1787,108,2292,2024-02-25,1,55.0,Online
1788,108,2292,2024-05-23,1,55.0,In-Store
1789,105,2292,2024-06-04,1,22.5,Online
1790,117,2292,2024-06-13,1,18.0,Online
1791,116,2292,2024-07-22,1,20.0,Online
1792,111,2292,2024-09-08,1,35.0,Online
1793,109,2292,2024-10-17,1,30.0,Online
1794,111,2292,2024-10-18,1,35.0,Online
1795,107,2292,2024-11-17,1,65.0,Online
1796,106,2292,2024-12-20,2,80.0,Online
1797,109,2292,2024-12-21,1,30.0,Online
1798,107,2292,2024-12-27,1,65.0,Online
1799,101,2293,2023-02-12,2,50.0,In-Store
1800,103,2293,2023-03-31,1,30.0,In-Store
1801,103,2293,2023-05-09,1,30.0,In-Store
1802,102,2293,2023-06-19,1,75.0,In-Store
1803,113,2293,2024-06-07,1,180.0,In-Store
1804,110,2293,2024-06-22,1,110.0,In-Store
1805,120,2294,2024-08-02,3,45.0,Online
1806,117,2294,2024-11-12,1,18.0,Online
1807,106,2294,2024-11-16,1,40.0,In-Store
1808,119,2295,2023-01-23,1,45.0,Online
1809,107,2295,2023-07-01,2,130.0,In-Store
1810,112,2295,2023-09-03,1,85.0,In-Store
1811,113,2295,2023-11-25,3,540.0,Online
1812,119,2295,2023-12-12,1,45.0,In-Store
1813,114,2295,2024-07-20,1,150.0,In-Store
1814,113,2295,2024-11-18,1,180.0,In-Store
1815,103,2295,2024-12-25,1,30.0,In-Store
1816,106,2296,2023-04-28,1,40.0,In-Store
1817,102,2296,2023-07-13,1,75.0,In-Store
1818,115,2296,2023-08-28,1,130.0,In-Store
1819,102,2296,2023-10-17,1,75.0,In-Store
1820,102,2296,2023-12-08,3,225.0,In-Store
1821,109,2296,2023-12-25,1,30.0,In-Store
1822,106,2296,2023-12-29,1,40.0,In-Store
1823,101,2296,2023-12-30,1,25.0,In-Store
1824,101,2296,2024-02-03,1,25.0,In-Store
1825,107,2296,2024-04-11,1,65.0,In-Store
1826,106,2296,2024-05-22,1,40.0,In-Store
1827,111,2296,2024-12-30,1,35.0,Online
1828,109,2297,2023-05-02,1,30.0,Online
1829,108,2297,2023-05-08,1,55.0,Online
1830,120,2297,2023-05-30,1,15.0,Online
1831,116,2297,2023-06-17,2,40.0,In-Store
1832,111,2297,2023-08-26,1,35.0,Online
1833,117,2297,2023-09-10,1,18.0,Online
1834,119,2297,2023-11-12,2,90.0,Online
1835,111,2297,2023-11-14,1,35.0,Online
1836,105,2297,2023-11-17,3,67.5,In-Store
1837,103,2297,2023-11-22,2,60.0,Online
1838,117,2297,2023-12-24,1,18.0,Online
1839,107,2297,2023-12-26,2,130.0,Online
1840,101,2297,2023-12-27,1,25.0,Online
1841,109,2297,2023-12-30,3,90.0,In-Store
1842,116,2297,2024-01-21,3,60.0,Online
1843,117,2297,2024-02-20,2,36.0,Online
1844,103,2297,2024-03-21,2,60.0,Online
1845,101,2297,2024-05-07,1,25.0,Online
1846,119,2297,2024-05-11,1,45.0,Online
1847,116,2297,2024-06-24,1,20.0,Online
1848,117,2297,2024-07-02,3,54.0,Online
1849,117,2297,2024-07-05,1,18.0,Online
1850,106,2297,2024-07-16,1,40.0,Online
1851,120,2297,2024-08-18,1,15.0,Online
1852,120,2297,2024-09-12,2,30.0,Online
1853,108,2297,2024-09-16,2,110.0,Online
1854,108,2297,2024-11-01,1,55.0,Online
1855,101,2297,2024-11-03,2,50.0,Online
1856,102,2297,2024-12-31,1,75.0,Online
1857,103,2298,2023-01-24,1,30.0,In-Store
1858,108,2298,2023-02-19,1,55.0,In-Store
1859,105,2298,2023-03-25,1,22.5,Online
1860,106,2298,2023-03-29,2,80.0,In-Store
1861,119,2298,2023-04-15,1,45.0,Online
1862,106,2298,2023-04-24,2,80.0,In-Store
1863,120,2298,2023-05-03,3,45.0,Online
1864,117,2298,2023-05-04,3,54.0,Online
1865,120,2298,2023-07-15,1,15.0,Online
1866,108,2298,2023-08-22,2,110.0,Online
1867,120,2298,2023-09-22,3,45.0,Online
1868,103,2298,2023-12-06,1,30.0,Online
1869,107,2298,2023-12-15,1,65.0,Online
1870,103,2298,2023-12-22,1,30.0,Online
1871,116,2298,2024-01-06,2,40.0,Online
1872,109,2298,2024-01-20,1,30.0,Online
1873,117,2298,2024-02-10,3,54.0,Online
1874,101,2298,2024-04-13,4,100.0,Online
1875,106,2298,2024-05-13,1,40.0,Online
1876,107,2298,2024-05-20,1,65.0,Online
1877,101,2298,2024-06-10,2,50.0,Online
1878,111,2298,2024-06-30,1,35.0,Online
1879,106,2298,2024-07-06,1,40.0,Online
1880,109,2298,2024-07-11,1,30.0,Online
1881,111,2298,2024-07-20,2,70.0,Online
1882,101,2298,2024-08-04,1,25.0,Online
1883,101,2298,2024-08-09,1,25.0,Online
1884,116,2298,2024-08-31,1,20.0,Online
1885,116,2298,2024-11-05,2,40.0,Online
1886,116,2298,2024-11-24,2,40.0,Online
1887,107,2298,2024-12-05,2,130.0,In-Store
1888,107,2298,2024-12-13,1,65.0,In-Store
1889,101,2299,2023-12-20,1,25.0,Online
1890,113,2300,2024-02-26,1,180.0,Online
1891,103,2301,2023-08-31,2,60.0,Online
1892,120,2301,2023-09-06,1,15.0,Online
1893,111,2301,2023-10-02,1,35.0,Online
1894,106,2301,2023-11-09,2,80.0,Online
1895,101,2301,2023-11-12,4,100.0,Online
1896,120,2301,2023-12-20,2,30.0,Online
1897,120,2301,2024-04-03,1,15.0,In-Store
1898,107,2303,2023-08-25,1,65.0,Online
1899,102,2303,2023-11-04,2,150.0,Online
1900,113,2305,2023-04-14,1,180.0,In-Store
1901,102,2305,2023-04-18,1,75.0,In-Store
1902,104,2305,2023-05-15,2,240.0,In-Store
1903,102,2305,2023-08-01,1,75.0,In-Store
1904,102,2305,2023-08-28,2,150.0,In-Store
1905,119,2305,2023-09-22,1,45.0,In-Store
1906,113,2305,2023-10-16,1,180.0,In-Store
1907,118,2305,2023-12-28,1,60.0,Online
1908,109,2305,2024-03-04,1,30.0,In-Store
1909,102,2305,2024-03-08,1,75.0,In-Store
1910,102,2305,2024-05-17,2,150.0,In-Store
1911,118,2305,2024-08-07,2,120.0,Online
1912,107,2305,2024-08-31,1,65.0,In-Store
1913,110,2305,2024-09-21,1,110.0,In-Store
1914,114,2305,2024-10-23,1,150.0,In-Store
1915,113,2306,2023-07-28,1,180.0,In-Store
1916,113,2306,2023-09-30,1,180.0,In-Store
1917,110,2306,2023-12-11,1,110.0,Online
1918,113,2306,2024-02-08,1,180.0,Online
1919,114,2306,2024-04-30,1,150.0,In-Store
1920,104,2306,2024-06-10,1,120.0,In-Store
1921,113,2306,2024-07-08,1,180.0,Online
1922,114,2306,2024-10-29,1,150.0,In-Store
1923,113,2306,2024-12-01,1,180.0,Online
1924,114,2306,2024-12-07,1,150.0,In-Store
1925,114,2307,2023-01-02,2,300.0,In-Store
1926,109,2307,2023-01-31,1,30.0,Online
1927,113,2307,2023-03-02,2,360.0,In-Store
1928,113,2307,2023-03-20,1,180.0,In-Store
1929,107,2307,2023-03-31,1,65.0,In-Store
1930,110,2307,2023-06-20,1,110.0,Online
1931,115,2307,2023-07-09,1,130.0,In-Store
1932,108,2307,2023-07-23,2,110.0,In-Store
1933,101,2307,2023-08-17,1,25.0,In-Store
1934,107,2307,2023-08-29,1,65.0,In-Store
1935,110,2307,2023-12-03,1,110.0,In-Store
1936,108,2307,2023-12-06,2,110.0,In-Store
1937,112,2307,2024-02-02,2,170.0,Online
1938,108,2307,2024-02-17,1,55.0,In-Store
1939,118,2307,2024-04-06,1,60.0,In-Store
