Customer_ID,Age,Gender,Location,Join_Date,Anciennete_Jours,Total_Spent,Nb_Achats,Montant_Total,Panier_Moyen,Premier_Achat,Dernier_Achat,Recence_Jours,Part_Clothing,Part_Footwear,Part_Outerwear,Part_Accessories,Canal_Prefere,Part_Online
2183,47,Female,Los Angeles,2021-12-06,1121,1029.13,9,870.0,96.67,2023-01-19,2023-11-16,411,26.44,25.29,48.28,0.0,In-Store,0.0
2184,52,Male,Houston,2023-07-15,535,285.0,4,285.0,71.25,2023-12-10,2024-11-13,48,45.61,49.12,0.0,5.26,In-Store,0.0
2185,40,Female,San Diego,2022-03-26,1011,817.03,4,690.0,172.5,2023-01-01,2023-11-07,420,0.0,0.0,100.0,0.0,In-Store,50.0
2186,38,Female,San Diego,2023-01-23,708,121.0,3,121.0,40.33,2023-06-21,2024-01-01,365,0.0,70.25,0.0,29.75,Online,66.67
2187,27,Female,Chicago,2024-05-11,234,366.0,7,366.0,52.29,2024-05-30,2024-12-12,19,35.52,54.64,0.0,9.84,Online,85.71
2188,40,Female,Miami,2021-03-03,1399,1550.49,9,1375.0,152.78,2023-01-14,2024-12-13,18,5.45,0.0,94.55,0.0,Online,77.78
2189,41,Female,San Diego,2023-01-31,700,3020.0,15,3020.0,201.33,2023-02-26,2024-11-25,36,0.0,0.0,100.0,0.0,In-Store,40.0
2190,51,Female,San Diego,2022-10-25,798,13.01,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2191,25,Female,San Diego,2022-10-09,814,79.12,1,35.0,35.0,2023-04-10,2023-04-10,631,0.0,100.0,0.0,0.0,Online,100.0
2192,24,Female,Los Angeles,2023-03-29,643,1563.5,24,1563.5,65.15,2023-07-17,2024-06-05,209,47.65,25.26,0.0,27.09,Online,95.83
2193,55,Female,Miami,2023-02-23,677,930.0,7,930.0,132.86,2023-04-22,2024-08-18,135,25.27,3.76,70.97,0.0,In-Store,28.57
2194,40,Male,New York,2022-03-28,1009,541.49,6,455.0,75.83,2023-03-03,2024-02-17,318,59.34,7.69,32.97,0.0,In-Store,16.67
2195,42,Male,Houston,2021-11-19,1138,622.32,3,510.0,170.0,2023-01-19,2023-07-16,534,0.0,0.0,100.0,0.0,In-Store,33.33
2196,51,Female,Phoenix,2024-05-20,225,520.0,5,520.0,104.0,2024-06-03,2024-12-02,29,42.31,32.69,25.0,0.0,In-Store,20.0
2197,25,Male,Philadelphia,2021-10-18,1170,268.28,2,95.0,47.5,2024-07-21,2024-10-15,77,68.42,0.0,0.0,31.58,Online,100.0
2198,33,Female,Dallas,2022-08-30,854,209.78,5,167.0,33.4,2023-05-20,2023-12-27,370,35.93,20.96,0.0,43.11,Online,60.0
2199,26,Male,San Antonio,2021-03-16,1386,327.53,1,110.0,110.0,2024-07-26,2024-07-26,158,0.0,100.0,0.0,0.0,In-Store,0.0
2200,42,Male,New York,2021-06-07,1303,582.86,3,470.0,156.67,2023-06-17,2024-09-01,121,0.0,23.4,76.6,0.0,Online,100.0
2201,51,Male,Dallas,2023-10-31,427,445.0,3,445.0,148.33,2024-03-16,2024-07-05,179,0.0,19.1,80.9,0.0,In-Store,0.0
2202,40,Female,New York,2022-05-05,971,964.76,7,860.0,122.86,2023-03-15,2024-11-30,31,19.77,3.49,76.74,0.0,Online,57.14
2203,27,Male,Dallas,2024-01-13,353,455.0,7,455.0,65.0,2024-01-24,2024-12-31,0,64.84,15.38,0.0,19.78,Online,100.0
2204,47,Male,Miami,2021-09-21,1197,1144.38,10,872.0,87.2,2023-05-12,2024-12-09,22,30.39,0.0,56.19,13.42,In-Store,20.0
2205,42,Male,Dallas,2023-10-14,444,380.0,3,380.0,126.67,2023-12-31,2024-04-28,247,0.0,28.95,71.05,0.0,Online,66.67
2206,29,Female,Miami,2021-04-11,1360,393.32,4,258.0,64.5,2023-07-07,2024-12-04,27,29.07,40.7,0.0,30.23,Online,75.0
2207,53,Female,Phoenix,2023-10-28,430,376.0,5,376.0,75.2,2023-11-30,2024-12-19,12,58.51,0.0,31.91,9.57,In-Store,20.0
2208,35,Female,Dallas,2022-04-25,981,179.6,2,125.0,62.5,2023-06-17,2023-12-23,374,0.0,88.0,0.0,12.0,Online,50.0
2209,34,Male,San Diego,2021-09-15,1203,2151.23,11,1770.0,160.91,2023-02-17,2024-11-02,59,1.69,0.0,98.31,0.0,In-Store,36.36
2210,42,Female,Chicago,2023-03-31,641,18.0,1,18.0,18.0,2023-04-21,2023-04-21,620,0.0,0.0,0.0,100.0,In-Store,0.0
2211,39,Male,Philadelphia,2021-06-01,1309,282.11,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2212,30,Male,San Antonio,2022-03-13,1024,1053.08,17,840.0,49.41,2023-02-09,2024-12-10,21,25.0,42.86,0.0,32.14,Online,82.35
2213,62,Female,Los Angeles,2022-05-16,960,649.13,5,520.0,104.0,2023-01-20,2024-06-10,204,48.08,0.0,51.92,0.0,In-Store,0.0
2214,47,Female,Phoenix,2023-11-16,411,1375.0,10,1375.0,137.5,2023-11-24,2024-12-01,30,32.36,0.0,67.64,0.0,In-Store,30.0
2215,54,Female,Chicago,2021-03-26,1376,480.84,5,355.0,71.0,2023-09-17,2024-12-12,19,87.32,0.0,0.0,12.68,In-Store,20.0
2216,49,Male,Chicago,2021-03-30,1372,142.32,1,25.0,25.0,2023-06-29,2023-06-29,551,100.0,0.0,0.0,0.0,Online,100.0
2217,31,Female,San Diego,2022-07-31,884,1421.59,9,1385.0,153.89,2023-02-25,2024-12-31,0,0.0,6.14,93.86,0.0,In-Store,44.44
2218,34,Male,Los Angeles,2021-04-07,1364,487.79,4,113.0,28.25,2023-03-23,2024-08-02,151,44.25,0.0,0.0,55.75,Online,75.0
2219,37,Female,Los Angeles,2022-10-08,815,279.29,5,227.5,45.5,2023-04-20,2024-12-02,29,0.0,0.0,52.75,47.25,Online,80.0
2220,59,Male,Phoenix,2023-09-29,459,850.0,11,850.0,77.27,2023-10-19,2024-11-22,39,60.59,20.0,14.12,5.29,In-Store,9.09
2221,19,Female,New York,2021-07-31,1249,384.72,2,85.0,42.5,2023-06-27,2023-11-13,414,64.71,0.0,0.0,35.29,Online,100.0
2222,42,Male,Dallas,2022-01-17,1079,1572.97,8,1370.0,171.25,2023-12-23,2024-12-28,3,0.0,0.0,100.0,0.0,Online,50.0
2223,43,Female,Los Angeles,2022-01-08,1088,3123.06,14,2930.0,209.29,2023-01-31,2024-10-26,66,0.0,3.75,96.25,0.0,Online,71.43
2224,18,Female,Miami,2022-01-03,1093,343.74,4,230.5,57.62,2023-03-06,2024-05-10,235,0.0,73.75,0.0,26.25,Online,75.0
2225,18,Male,Dallas,2022-07-05,910,140.46,2,75.0,37.5,2023-06-18,2023-09-01,487,0.0,40.0,0.0,60.0,Online,50.0
2226,22,Male,Chicago,2021-10-21,1167,1409.93,16,1139.0,71.19,2023-04-10,2024-12-21,10,57.95,14.49,0.0,27.57,Online,87.5
2227,50,Male,Miami,2023-05-11,600,75.0,1,75.0,75.0,2023-08-22,2023-08-22,497,100.0,0.0,0.0,0.0,Online,100.0
2228,55,Male,Los Angeles,2023-03-06,666,2043.0,14,2043.0,145.93,2023-06-09,2024-12-26,5,14.68,1.71,82.72,0.88,In-Store,14.29
2229,30,Female,Miami,2024-01-29,337,100.0,2,100.0,50.0,2024-03-01,2024-04-04,271,40.0,0.0,0.0,60.0,In-Store,50.0
2230,36,Female,Philadelphia,2021-08-01,1248,524.23,3,405.0,135.0,2023-05-25,2024-03-14,292,18.52,0.0,81.48,0.0,Online,66.67
2231,19,Male,New York,2022-08-06,878,511.04,6,395.0,65.83,2023-04-19,2024-06-05,209,91.14,8.86,0.0,0.0,Online,66.67
2232,50,Female,San Diego,2023-01-12,719,1660.0,17,1660.0,97.65,2023-03-16,2024-10-28,64,30.72,13.55,53.01,2.71,In-Store,5.88
2233,28,Female,New York,2023-03-15,657,275.0,5,275.0,55.0,2023-09-11,2024-11-18,43,54.55,0.0,0.0,45.45,Online,60.0
2234,36,Female,San Antonio,2022-06-05,940,866.65,5,765.0,153.0,2023-01-08,2024-12-21,10,8.5,3.92,87.58,0.0,Online,100.0
2235,48,Male,Miami,2024-06-30,184,220.0,2,220.0,110.0,2024-08-18,2024-09-17,105,0.0,100.0,0.0,0.0,In-Store,0.0
2236,21,Male,Houston,2022-10-24,799,1071.23,15,1034.5,68.97,2023-01-05,2024-08-05,148,60.42,5.8,23.2,10.58,Online,80.0
2237,41,Female,Philadelphia,2022-06-05,940,636.99,3,540.0,180.0,2023-08-11,2024-11-21,40,0.0,0.0,100.0,0.0,In-Store,33.33
2238,49,Male,San Diego,2024-05-25,220,22.5,1,22.5,22.5,2024-11-22,2024-11-22,39,0.0,0.0,0.0,100.0,In-Store,0.0
2239,39,Male,Philadelphia,2024-02-02,333,360.0,2,360.0,180.0,2024-03-04,2024-07-31,153,0.0,0.0,100.0,0.0,In-Store,50.0
2240,63,Male,Los Angeles,2024-04-13,262,170.0,4,170.0,42.5,2024-06-21,2024-12-17,14,76.47,0.0,0.0,23.53,In-Store,0.0
2241,18,Male,San Diego,2023-12-16,381,25.0,1,25.0,25.0,2024-05-30,2024-05-30,215,100.0,0.0,0.0,0.0,Online,100.0
2242,36,Male,Los Angeles,2022-06-16,929,111.62,1,60.0,60.0,2023-05-31,2023-05-31,580,0.0,100.0,0.0,0.0,Online,100.0
2243,19,Female,Houston,2021-11-29,1128,375.13,6,273.0,45.5,2023-01-07,2024-10-11,81,0.0,38.46,0.0,61.54,Online,83.33
2244,34,Female,Los Angeles,2023-11-05,422,860.0,6,860.0,143.33,2023-12-07,2024-11-13,48,4.65,0.0,95.35,0.0,Online,66.67
2245,23,Female,Chicago,2021-07-05,1275,665.48,13,573.5,44.12,2023-02-08,2024-11-17,44,33.13,39.23,0.0,27.64,Online,76.92
2246,56,Female,Houston,2021-08-05,1244,797.58,6,570.0,95.0,2024-03-11,2024-11-15,46,62.28,11.4,26.32,0.0,In-Store,16.67
2247,51,Female,San Diego,2022-05-11,965,919.6,7,732.5,104.64,2023-01-20,2024-03-24,282,47.1,4.78,45.05,3.07,In-Store,28.57
2248,42,Male,Phoenix,2021-01-28,1433,1581.17,8,1400.0,175.0,2023-06-14,2024-12-31,0,0.0,0.0,100.0,0.0,In-Store,37.5
2249,34,Male,San Antonio,2022-05-15,961,71.7,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2250,48,Male,New York,2021-08-14,1235,370.44,2,280.0,140.0,2023-05-01,2023-05-09,602,0.0,100.0,0.0,0.0,Online,100.0
2251,31,Male,Philadelphia,2023-07-24,526,790.0,5,790.0,158.0,2023-08-03,2024-12-27,4,0.0,0.0,100.0,0.0,Online,60.0
2252,62,Female,San Diego,2022-03-10,1027,1358.49,16,1178.0,73.62,2023-03-13,2024-12-11,20,56.88,0.0,39.05,4.07,In-Store,12.5
2253,18,Female,San Antonio,2021-08-01,1248,438.11,5,237.5,47.5,2023-06-28,2024-02-13,322,27.37,0.0,0.0,72.63,Online,60.0
2254,57,Female,Philadelphia,2023-12-28,369,820.0,9,820.0,91.11,2024-01-13,2024-12-25,6,35.37,24.39,40.24,0.0,In-Store,22.22
2255,43,Female,Philadelphia,2021-07-10,1270,2274.08,12,1925.0,160.42,2023-05-31,2024-12-25,6,3.9,0.0,96.1,0.0,Online,50.0
2256,23,Female,Chicago,2022-10-12,811,96.48,1,30.0,30.0,2023-09-13,2023-09-13,475,0.0,100.0,0.0,0.0,Online,100.0
2257,22,Female,Philadelphia,2021-01-31,1430,1377.67,18,898.0,49.89,2023-06-17,2024-12-29,2,46.77,33.41,0.0,19.82,Online,88.89
2258,38,Female,Miami,2021-03-15,1387,2177.07,11,1955.0,177.73,2023-03-01,2024-09-13,109,3.32,0.0,96.68,0.0,Online,54.55
2259,18,Female,New York,2023-07-25,525,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2260,43,Female,Los Angeles,2024-06-17,197,310.0,2,310.0,155.0,2024-07-27,2024-10-25,67,0.0,0.0,100.0,0.0,In-Store,0.0
2261,53,Female,Philadelphia,2022-10-13,810,45.31,1,30.0,30.0,2023-12-29,2023-12-29,368,100.0,0.0,0.0,0.0,Online,100.0
2262,48,Male,Phoenix,2023-11-02,425,180.0,1,180.0,180.0,2023-12-29,2023-12-29,368,0.0,0.0,100.0,0.0,In-Store,0.0
2263,30,Male,San Diego,2021-01-05,1456,1283.55,5,990.0,198.0,2023-05-18,2024-11-21,40,0.0,0.0,100.0,0.0,In-Store,20.0
2264,31,Male,Chicago,2021-11-12,1145,311.18,1,50.0,50.0,2023-04-14,2023-04-14,627,100.0,0.0,0.0,0.0,In-Store,0.0
2265,41,Male,San Diego,2021-04-06,1365,1795.25,9,1280.0,142.22,2023-05-28,2024-09-17,105,5.86,6.64,87.5,0.0,Online,66.67
2266,41,Female,Philadelphia,2023-10-25,433,180.0,1,180.0,180.0,2024-08-24,2024-08-24,129,0.0,0.0,100.0,0.0,Online,100.0
2267,47,Male,Miami,2022-11-01,791,681.55,7,635.0,90.71,2023-03-02,2024-10-02,90,62.2,0.0,37.8,0.0,In-Store,14.29
2268,25,Male,New York,2024-04-09,266,300.0,7,300.0,42.86,2024-05-01,2024-12-15,16,50.0,0.0,0.0,50.0,Online,71.43
2269,42,Male,San Antonio,2024-03-28,278,850.0,5,850.0,170.0,2024-07-20,2024-12-30,1,0.0,0.0,100.0,0.0,Online,80.0
2270,57,Male,Los Angeles,2021-11-23,1134,1040.38,13,915.0,70.38,2023-01-06,2024-12-28,3,51.37,9.29,39.34,0.0,In-Store,30.77
2271,26,Male,Philadelphia,2021-09-27,1191,1458.75,20,1336.0,66.8,2023-02-12,2024-12-30,1,62.5,7.86,0.0,29.64,Online,90.0
2272,51,Male,San Antonio,2022-04-22,984,679.18,6,520.0,86.67,2023-05-06,2024-12-25,6,63.46,11.54,25.0,0.0,In-Store,16.67
2273,52,Female,San Antonio,2022-12-30,732,386.08,6,385.0,64.17,2023-10-05,2024-12-31,0,14.29,58.44,0.0,27.27,In-Store,16.67
2274,54,Female,Philadelphia,2021-05-10,1331,695.85,3,225.0,75.0,2023-05-27,2024-05-14,231,0.0,91.11,0.0,8.89,In-Store,33.33
2275,53,Male,San Diego,2021-09-28,1190,2105.77,18,1870.0,103.89,2023-03-17,2024-11-21,40,36.63,5.88,55.61,1.87,In-Store,16.67
2276,44,Male,Philadelphia,2024-05-22,223,240.0,3,240.0,80.0,2024-06-24,2024-11-19,42,12.5,0.0,75.0,12.5,In-Store,0.0
2277,28,Male,Philadelphia,2023-03-16,656,835.0,11,835.0,75.91,2023-07-21,2024-12-17,14,52.1,12.57,0.0,35.33,Online,100.0
2278,37,Male,Philadelphia,2022-01-26,1070,1754.01,11,1680.0,152.73,2023-02-08,2024-04-25,250,2.38,6.55,91.07,0.0,In-Store,45.45
2279,21,Female,Houston,2021-04-14,1357,1371.56,12,893.0,74.42,2023-04-15,2024-12-02,29,41.99,3.92,26.88,27.21,Online,91.67
2280,23,Male,Dallas,2021-08-13,1236,663.87,4,265.0,66.25,2023-01-12,2023-04-27,614,54.72,0.0,0.0,45.28,Online,100.0
2281,40,Male,Philadelphia,2022-08-20,864,91.31,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2282,26,Male,Los Angeles,2021-10-23,1165,837.67,8,580.0,72.5,2023-01-13,2023-10-07,451,50.86,28.45,0.0,20.69,Online,100.0
2283,53,Male,Philadelphia,2023-10-25,433,990.0,11,990.0,90.0,2023-10-25,2024-02-17,318,12.12,51.01,26.26,10.61,In-Store,45.45
2284,32,Female,San Diego,2022-06-23,922,398.03,2,300.0,150.0,2023-05-29,2023-12-10,387,0.0,0.0,100.0,0.0,Online,50.0
2285,35,Male,San Antonio,2023-10-07,451,80.0,3,80.0,26.67,2023-10-27,2024-07-01,183,50.0,0.0,0.0,50.0,In-Store,33.33
2286,43,Female,Phoenix,2022-03-11,1026,1607.64,8,1400.0,175.0,2023-01-05,2024-12-06,25,0.0,0.0,100.0,0.0,Online,50.0
2287,23,Male,Phoenix,2024-01-14,352,530.0,12,530.0,44.17,2024-02-03,2024-12-31,0,59.43,12.26,0.0,28.3,Online,91.67
2288,39,Female,Chicago,2021-03-08,1394,728.62,3,420.0,140.0,2023-07-24,2023-11-02,425,0.0,0.0,100.0,0.0,Online,66.67
2289,45,Male,Los Angeles,2021-07-31,1249,2103.89,14,1835.0,131.07,2023-01-17,2024-12-29,2,23.98,8.45,64.31,3.27,In-Store,7.14
2290,44,Female,Los Angeles,2023-05-19,592,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2291,19,Male,Philadelphia,2023-07-21,529,610.0,10,610.0,61.0,2023-09-09,2024-11-07,54,59.02,5.74,19.67,15.57,Online,80.0
2292,21,Female,Houston,2022-10-12,811,1228.23,25,1213.5,48.54,2023-02-01,2024-12-27,4,58.92,15.66,0.0,25.42,Online,96.0
2293,60,Female,Los Angeles,2021-05-26,1315,778.37,6,475.0,79.17,2023-02-12,2024-06-22,192,26.32,35.79,37.89,0.0,In-Store,0.0
2294,49,Male,Los Angeles,2021-10-01,1187,309.76,3,103.0,34.33,2024-08-02,2024-11-16,45,38.83,0.0,0.0,61.17,Online,66.67
2295,50,Female,Philadelphia,2021-08-11,1238,1431.62,8,1205.0,150.62,2023-01-23,2024-12-25,6,10.79,9.54,72.2,7.47,In-Store,25.0
2296,48,Male,Dallas,2021-11-30,1127,987.38,12,805.0,67.08,2023-04-28,2024-12-30,1,79.5,4.35,16.15,0.0,In-Store,8.33
2297,23,Female,Dallas,2021-05-17,1324,1889.78,29,1401.5,48.33,2023-05-02,2024-12-31,0,48.88,13.56,0.0,37.57,Online,89.66
2298,20,Male,Chicago,2021-07-27,1253,1747.52,32,1605.5,50.17,2023-01-24,2024-12-13,18,61.66,12.15,0.0,26.19,Online,81.25
2299,34,Male,Houston,2023-06-13,567,25.0,1,25.0,25.0,2023-12-20,2023-12-20,377,100.0,0.0,0.0,0.0,Online,100.0
2300,37,Female,San Diego,2024-01-08,358,180.0,1,180.0,180.0,2024-02-26,2024-02-26,309,0.0,0.0,100.0,0.0,Online,100.0
2301,27,Male,New York,2023-05-11,600,335.0,7,335.0,47.86,2023-08-31,2024-04-03,272,53.73,28.36,0.0,17.91,Online,85.71
2302,35,Male,San Diego,2023-01-24,707,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2303,24,Male,Los Angeles,2021-09-22,1196,434.24,2,215.0,107.5,2023-08-25,2023-11-04,423,100.0,0.0,0.0,0.0,Online,100.0
2304,33,Male,Phoenix,2021-05-15,1326,188.05,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2305,55,Female,New York,2021-03-18,1384,1871.08,15,1705.0,113.67,2023-04-14,2024-10-23,69,36.36,6.45,43.99,13.2,In-Store,13.33
2306,35,Male,Chicago,2023-07-12,538,1580.0,10,1580.0,158.0,2023-07-28,2024-12-07,24,0.0,6.96,93.04,0.0,In-Store,40.0
2307,52,Female,Dallas,2022-12-16,746,2469.79,22,2460.0,111.82,2023-01-02,2024-12-24,7,29.67,15.85,52.03,2.44,In-Store,22.73
2308,37,Female,Dallas,2024-03-07,299,63.0,2,63.0,31.5,2024-09-06,2024-11-06,55,0.0,0.0,0.0,100.0,Online,100.0
2309,38,Female,Miami,2023-11-21,406,990.0,6,990.0,165.0,2023-11-30,2024-12-18,13,0.0,0.0,100.0,0.0,In-Store,16.67
2310,26,Female,Dallas,2022-08-09,875,188.51,4,97.5,24.38,2023-05-08,2024-10-12,80,0.0,0.0,0.0,100.0,In-Store,25.0
2311,43,Female,Phoenix,2023-04-17,624,30.0,1,30.0,30.0,2023-05-15,2023-05-15,596,0.0,100.0,0.0,0.0,In-Store,0.0
2312,46,Female,San Antonio,2022-10-25,798,138.08,2,90.0,45.0,2023-03-17,2023-11-12,415,61.11,38.89,0.0,0.0,In-Store,50.0
2313,22,Male,Chicago,2021-10-13,1175,339.34,3,91.0,30.33,2023-11-23,2024-05-12,233,27.47,0.0,0.0,72.53,Online,100.0
2314,48,Male,Houston,2021-05-11,1330,1635.34,13,1140.0,87.69,2023-04-25,2024-12-04,27,25.44,12.28,62.28,0.0,In-Store,7.69
2315,53,Female,Dallas,2023-05-31,580,110.0,2,110.0,55.0,2023-08-26,2023-09-04,484,100.0,0.0,0.0,0.0,In-Store,0.0
2316,24,Female,Los Angeles,2022-01-02,1094,769.99,14,653.0,46.64,2023-01-05,2024-12-19,12,39.82,24.5,0.0,35.68,Online,92.86
2317,24,Female,Philadelphia,2022-09-23,830,69.85,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2318,40,Male,Los Angeles,2022-03-07,1030,827.38,4,690.0,172.5,2023-05-16,2023-06-24,556,0.0,0.0,100.0,0.0,In-Store,25.0
2319,22,Female,San Antonio,2023-11-23,404,344.0,6,344.0,57.33,2023-11-23,2024-04-11,264,46.51,37.79,0.0,15.7,Online,100.0
2320,54,Female,Phoenix,2022-02-04,1061,1056.28,8,815.0,101.88,2023-03-02,2023-11-06,421,41.1,14.72,44.17,0.0,In-Store,12.5
2321,22,Female,Phoenix,2023-06-30,550,787.0,13,787.0,60.54,2023-09-13,2024-12-17,14,77.51,0.0,0.0,22.49,Online,100.0
2322,25,Female,Houston,2023-05-28,583,355.0,7,355.0,50.71,2023-06-12,2024-08-21,132,38.03,42.25,0.0,19.72,Online,100.0
2323,26,Male,Chicago,2023-09-16,472,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2324,18,Female,Phoenix,2022-02-06,1059,1795.86,28,1710.5,61.09,2023-02-15,2024-12-23,8,58.46,22.8,0.0,18.74,Online,75.0
2325,18,Male,Miami,2023-06-29,551,835.0,13,835.0,64.23,2023-07-25,2024-12-11,20,58.68,30.54,0.0,10.78,Online,92.31
2326,32,Male,Miami,2023-07-26,524,325.0,2,325.0,162.5,2023-12-07,2023-12-12,385,20.0,0.0,80.0,0.0,In-Store,50.0
2327,21,Male,San Diego,2021-02-07,1423,824.69,6,335.0,55.83,2023-02-28,2023-11-04,423,0.0,62.69,0.0,37.31,Online,66.67
2328,33,Male,Miami,2022-09-12,841,2316.72,14,2280.0,162.86,2023-03-14,2024-12-30,1,0.0,0.0,100.0,0.0,Online,57.14
2329,22,Male,Los Angeles,2023-07-03,547,315.0,6,315.0,52.5,2023-09-04,2024-06-10,204,52.38,0.0,0.0,47.62,Online,100.0
2330,18,Female,Miami,2021-10-20,1168,385.85,2,70.0,35.0,2023-09-12,2024-02-16,319,35.71,0.0,0.0,64.29,Online,50.0
2331,37,Male,New York,2024-01-13,353,360.0,2,360.0,180.0,2024-12-06,2024-12-24,7,0.0,0.0,100.0,0.0,Online,50.0
2332,21,Male,San Antonio,2023-11-04,423,60.0,1,60.0,60.0,2023-12-11,2023-12-11,386,100.0,0.0,0.0,0.0,Online,100.0
2333,25,Female,Phoenix,2024-02-12,323,165.0,2,165.0,82.5,2024-04-28,2024-07-05,179,48.48,51.52,0.0,0.0,Online,50.0
2334,51,Male,Los Angeles,2021-12-14,1113,1707.2,11,1395.0,126.82,2023-02-24,2024-10-12,80,30.47,6.09,60.22,3.23,In-Store,9.09
2335,36,Female,Houston,2022-01-15,1081,270.69,1,45.0,45.0,2024-01-04,2024-01-04,362,0.0,0.0,0.0,100.0,Online,100.0
2336,49,Female,Los Angeles,2024-05-13,232,335.0,2,335.0,167.5,2024-10-31,2024-11-24,37,22.39,0.0,77.61,0.0,In-Store,0.0
2337,23,Male,New York,2023-08-21,498,1068.5,21,1068.5,50.88,2023-10-09,2024-12-21,10,12.63,39.31,0.0,48.06,Online,90.48
2338,42,Female,New York,2023-09-18,470,641.0,7,641.0,91.57,2023-11-12,2024-12-21,10,63.96,30.42,0.0,5.62,In-Store,14.29
2339,40,Male,San Diego,2024-02-24,311,105.0,2,105.0,52.5,2024-06-08,2024-06-19,195,57.14,0.0,0.0,42.86,In-Store,50.0
2340,27,Male,Los Angeles,2022-04-26,980,655.07,12,537.5,44.79,2023-01-20,2024-05-09,236,31.63,25.12,0.0,43.26,Online,75.0
2341,37,Female,Los Angeles,2021-02-26,1404,1315.71,7,807.5,115.36,2023-03-26,2024-11-04,57,0.0,4.33,92.88,2.79,In-Store,28.57
2342,21,Male,Los Angeles,2021-08-07,1242,1554.37,21,1176.5,56.02,2023-01-20,2024-12-21,10,41.65,24.22,10.2,23.93,Online,85.71
2343,20,Male,Chicago,2023-06-09,571,202.5,2,202.5,101.25,2023-06-10,2023-10-13,445,0.0,0.0,0.0,100.0,Online,100.0
2344,51,Male,New York,2021-12-18,1109,919.01,8,835.0,104.38,2023-01-31,2024-12-07,24,29.34,0.0,49.1,21.56,In-Store,50.0
2345,47,Female,Chicago,2024-02-18,317,190.0,3,190.0,63.33,2024-06-03,2024-11-25,36,100.0,0.0,0.0,0.0,In-Store,33.33
2346,22,Male,San Diego,2022-11-25,767,365.71,7,355.0,50.71,2023-01-06,2023-11-15,412,52.11,36.62,0.0,11.27,Online,71.43
2347,41,Female,New York,2024-03-02,304,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2348,30,Male,Miami,2022-02-02,1063,337.72,6,255.0,42.5,2023-05-31,2024-08-16,137,11.76,13.73,50.98,23.53,In-Store,16.67
2349,28,Female,Houston,2022-02-24,1041,739.26,4,630.0,157.5,2023-04-17,2024-01-03,363,0.0,0.0,100.0,0.0,In-Store,25.0
2350,41,Male,Phoenix,2023-08-28,491,1195.0,7,1195.0,170.71,2023-10-21,2024-11-09,52,11.72,34.73,53.56,0.0,In-Store,14.29
2351,52,Male,New York,2021-05-03,1338,662.95,2,280.0,140.0,2023-04-29,2023-06-04,576,0.0,0.0,100.0,0.0,In-Store,50.0
2352,34,Male,Miami,2021-03-27,1375,1882.28,8,1475.0,184.38,2023-12-08,2024-12-01,30,4.41,0.0,95.59,0.0,In-Store,50.0
2353,24,Female,Dallas,2021-10-07,1181,150.8,2,40.0,20.0,2023-02-04,2023-08-16,503,62.5,0.0,0.0,37.5,Online,100.0
2354,43,Female,Philadelphia,2021-05-24,1317,443.3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2355,54,Male,New York,2021-03-10,1392,1701.51,8,1150.0,143.75,2023-05-04,2024-12-30,1,26.09,5.22,68.7,0.0,In-Store,12.5
2356,20,Female,Houston,2021-12-28,1099,653.16,8,566.0,70.75,2023-05-03,2024-07-12,172,36.22,53.89,0.0,9.89,Online,75.0
2357,26,Female,San Diego,2022-10-11,812,812.17,14,746.5,53.32,2023-04-18,2024-11-16,45,73.01,4.69,0.0,22.3,Online,92.86
2358,58,Female,Miami,2023-09-03,485,850.0,5,850.0,170.0,2024-03-09,2024-10-19,73,15.29,10.0,72.94,1.76,In-Store,20.0
2359,45,Female,San Diego,2022-08-17,867,848.77,5,820.0,164.0,2023-02-28,2024-12-26,5,0.0,0.0,100.0,0.0,In-Store,40.0
2360,64,Female,Houston,2022-11-14,778,638.52,9,610.0,67.78,2023-02-12,2024-08-04,149,41.8,50.82,0.0,7.38,In-Store,22.22
2361,19,Female,San Antonio,2023-02-27,673,749.0,12,749.0,62.42,2023-05-08,2024-12-14,17,36.72,22.03,0.0,41.26,Online,83.33
2362,25,Female,Phoenix,2023-10-09,449,436.0,6,436.0,72.67,2023-11-03,2024-10-27,65,34.4,16.06,0.0,49.54,Online,83.33
2363,20,Female,Philadelphia,2022-11-03,789,935.28,18,925.0,51.39,2023-02-18,2024-07-18,166,51.35,17.3,0.0,31.35,Online,83.33
2364,33,Female,San Antonio,2023-03-11,661,73.5,4,73.5,18.38,2023-07-27,2024-12-24,7,0.0,0.0,0.0,100.0,In-Store,25.0
